name,description,product_id,id,isactive,scoring_weight
Minotaur,"Please file bugs here for issues with the Minotaur testing framework itself.  For bugs in existing tests, or for adding new tests, please file bugs against the component to be tested.",135,729,0,0.25
Server Operations,System administration for the Mozilla Messaging servers.,48,732,1,0.25
Release Engineering,"For bugs related to all aspects of the Release Engineering process of Mozilla Messaging, including Release Build Automation, nightly build machines, Tinderbox and/or buildbot.",48,733,1,0.25
Webtest,A web tool to load test web applications over time.,59,734,1,0.25
Localization,"Issues and requests related to the multiple language support on
the website",42,737,1,0.25
air.mozilla.com,For issues relating to the air.mozilla.com website.,36,738,1,0.25
is / Icelandic,Icelandic Localization (Íslensk staðfærsla),17,739,1,0.25
Spatial Navigation,"Spatial navigation allows you to change the focus of a web page using directional keys (Up, Down, Left, Right).",30,740,1,0.25
th / Thai,Mozilla ภาษาไทย,17,741,1,0.25
gl / Galician,Galeguización,17,742,1,0.25
mozillalabs.com,For issues relating to the mozillalabs.com website.,36,743,1,0.25
getfirebug.com,For issues with content on getfirebug.com http servers (but not the functioning of the servers).,36,744,1,0.25
Mercurial: hg.mozilla.org,"Issues related to the running of hg.mozilla.org and the repos therein, including hooks and deployment",127,745,1,0.25
MailNews: Composition,Issues with the SeaMonkey mail/news compose window should go in here.,25,746,1,0.25
MailNews: General,"All SeaMonkey-specific MailNews bugs that are not covered by one of the other SeaMonkey MailNews components.
PLEASE NOTE!! Try to find a component which is specific to your bug first - BEFORE assigning to this component!",25,747,1,0.25
Project Organization,"This covers reports in the areas of Project and Release Management, Community/User Relations, Marketing/Press/PR and web pages within the SeaMonkey project. If you're not sure if what you want to report is specifically about the SeaMonkey project, you should probably consider to use the ""mozilla.org"" or ""website"" products for reporting your problem.",25,748,1,0.25
Find Backend,<blink>Component description needed.</blink>,1,750,1,1
Printing: Setup,"Integration relating to the OS printing system, including cross-platform components such as the page setup dialog.",1,751,1,1
Places,"Manages the user's history, bookmarks, livemarks and annotations. This component is for bugs in the Places APIs, database tables, and code used to access Places data.",30,752,1,0.25
Themes,"General user interface, user experience, and visual design for the default theme used in Toolkit components.",30,753,1,0.25
Audio/Video,For problems related to media (video/audio) -- especially when the reporter is not sure which area of the media stack the problem is in.  This category will mostly be for untriaged video/audio issues.  Bugs in this category will typically be moved to another media category during the triage process.,1,754,1,0.0
as / Assamese,Assamese Localization (অসমীয়াত স্থানীয়কৰণ),17,755,1,0.25
Snowl,Bugs and feature requests for the Snowl experiment from Mozilla Labs.,40,756,1,0.25
Ubiquity,Bugs and feature requests for the Ubiquity experiment from Mozilla Labs.,40,757,1,0.25
Personas Plus,Bugs and feature requests for the Personas Plus experiment from Mozilla Labs which allows users to easily create lightweight themes.,66,758,1,0.25
Concept Series,Bugs and feature requests for the Concept Series experiment from Mozilla Labs.,40,759,1,0.25
et / Estonian,Estonian Localization (Eesti lokalisatsioon),17,760,1,0.25
Build Config,"Bugs concerning the <a href=""http://hg.mozilla.org/comm-central/"">comm-central</a> build system and build problems with that repository that are not specific to one of the applications. For example, bugs in mailnews/ Makefiles.",50,761,1,0.25
Mozmill,"<a href=""https://wiki.mozilla.org/QA/TDAI/Mozmill"">Mozmill</a> is a UI record/playback and UI automation API tool for XUL based applications.",135,762,1,0.25
cy / Welsh,Welsh Localization (Lleoleiddiad Cymraeg),17,763,1,0.25
oc / Occitan,Occitan Localization (Traduccion en occitan (lengadocian),17,764,1,0.25
Prior Art,Open user-generated catalog of software patent prior art.,8,765,1,0.25
Collections,Issues relating to collections,125,766,1,0.25
Baseline JIT (CodegenLIR),Bugs and features relating to the native code compiler and optimization stages.,43,767,1,0.25
Geolocation,"The geolocation API and framework enables reporting a physical
location, in cooperating with a location provider (such as a GPS).",1,768,1,1
WebOps: Labs,Labs infrastructure requests.,139,769,1,0.25
communitystore.mozilla.org,For issues with content on communitystore.mozilla.org http servers (but not the functioning of the servers).,36,770,1,0.25
vi / Vietnamese,Vietnamese Localization (Việt hóa),17,771,1,0.25
GFX: Color Management,"qcms and other issues relating to Mozilla's color management
implementation.",1,773,1,1
Reftest,"Please file bugs here for issues with the reftest framework itself. For bugs in existing tests, or for adding new tests, please file bugs against the component to be tested.",47,774,1,0.25
Private Browsing,For bugs and feature requests in Firefox's Private Browsing implementation.,21,779,1,0.25
Sisyphus,"Please file bugs here for issues with the Sisyphus framework itself. For bugs in existing tests, or for adding new tests, please file bugs against the component to be tested.",47,780,1,0.25
Community Giving,Requests for assistance from Community Giving.,10,781,1,0.25
feeds.mozilla.com,feeds.mozilla.com is a central place for all Mozilla feeds. It aggregates popular content feeds and displays them together.,36,785,1,0.25
Content,For issues related to adding or removing content from QMO.,51,787,1,0.25
Website,For issues related to the QMO website.,51,788,1,0.25
Message Reader UI,"The area that displays the header and body of the message, either in the 3-pane window or the standalone message window.",23,789,1,0.25
Toolbars and Tabs,Toolbars and tabs in either the 3-pane window or the standalone message window.,23,790,1,0.25
Folder and Message Lists,The list of folders and/or the list of messages in the 3-pane window.,23,791,1,0.25
Mozilla Community Sites,"A tool for Mozilla communities to set up a local web
site with a main page, blog, planet, forum, and wiki.  The install comes with a style guide and is customizable by the local community.",8,792,1,0.25
Security,For reporting security bugs found in add-ons and AMO.,31,793,1,0.25
OS Integration,"Areas where SeaMonkey integrates with the host desktop environment. Please use the ""Themes"" component for any Theme-related issues. Please use the ""Core"" product for other OS integration problems.",25,794,1,0.25
AUS Server,"For issues with aus2.mozillamessaging.com. Currently, this is
used by Thunderbird 3.1 nightly builds only.",48,795,1,0.25
CA Certificates Code,Root CA certificates built into NSS shared libraries.,16,796,1,0.25
Tools,For bugs on tools and utilities within Tamarin rather than the VM itself.,43,798,1,0.25
es-MX / Spanish (Mexico),Spanish (Mexico) Localization (Localización al español mexicano),17,799,1,0.25
New Tab,Bugs and feature requests for the New Tab prototype.,40,800,1,0.25
hr / Croatian,Croatian Localization (Hrvatski prijevod),17,801,1,0.25
Session Restore,For bugs in the SeaMonkey session restore functionality.,25,802,1,0.25
bn-BD / Bengali,Bengali Localization (বাংলা লোকালাইজেশন),17,803,1,0.25
or / Odia,Odia Localization (ଓଡ଼ିଆ ସ୍ଥାନୀୟକରଣ),17,804,1,0.25
kk / Kazakh,Kazakh Localization (Қазақ тіліне аудару),17,805,1,0.25
Feed Discovery and Preview,For bugs in SeaMonkey's discovery of feeds and inline preview.,25,807,1,0.25
General,General bugs and feature requests for Mozilla Skywriter. Uncategorized bugs should go here.,53,809,1,0.25
Add-ons & Plugins,Bugs and feature requests related to extensions of the Mozilla Skywriter platform.,53,810,1,0.25
Command Line,Bugs and feature requests related to the Mozilla Skywriter command line.,53,811,1,0.25
File Explorer,Bugs and feature requests related to the Mozilla Skywriter file explorer.,53,812,1,0.25
Documentation,Bugs and feature requests related to documentation of Mozilla Skywriter.,53,813,1,0.25
Editor,Bugs and feature requests related to the Mozilla Skywriter editor.,53,814,1,0.25
Infrastructure,Bugs and feature requests related to administration of bespin.mozillalabs.com and other developer resources for Mozilla Skywriter.,53,815,1,0.25
Key Bindings,Bugs and feature requests related to key bindings within Mozilla Skywriter.,53,816,1,0.25
Search,Bugs and feature requests related to searching within Mozilla Skywriter.,53,817,1,0.25
Server,Bugs and feature requests related to the Mozilla Skywriter server backend.,53,818,1,0.25
Syntax Highlighting,Bugs and feature requests related to syntax highlighting within Mozilla Skywriter.,53,819,1,0.25
Thunderhead,Bugs and feature requests related to the Thunderhead toolkit.,53,820,1,0.25
User Interface,Bugs and feature requests related to the user interface of Mozilla Skywriter.,53,821,1,0.25
Cmd-line Features,"For problems with command line parameter handling.<BR><BR>

Examples: mozilla -console doesn't work. mozilla -ProfileManager doesn't work. mozilla -turbo doesn't work.",49,823,1,0.25
Security: S/MIME,S/MIME is the sending of signed and/or encrypted email.,50,824,1,0.25
Feed Reader,For bugs in MailNews Feed Reader featureset,50,825,1,0.25
es-CL / Spanish (Chile),Spanish (Chile) Localization (Localización al español chileno),17,828,1,0.25
Version Control,Bugs and feature requests related to the Mozilla Skywriter version control feature.,53,829,1,0.25
Collaboration,Bugs and feature requests related to the Mozilla Skywriter collaboration feature.,53,830,1,0.25
ta-LK / Tamil (Sri Lanka),Tamil (Sri Lanka) Localization' - (தமிழ் (இலங்கை) குழுமயமாக்கம்),17,831,1,0.25
Jetpack Prototype,"Bugs and feature requests for the Jetpack prototype from
Mozilla Labs.",40,832,1,0.25
rm / Romansh,Romansh Localization (Localisaziun rumantscha),17,833,1,0.25
API,"Track discussions/bugs/patches for potential api changes, additions, etc.",43,834,1,0.25
OS Integration,"Areas where Calendar integrates with the host desktop environment. Please use the relevant UI component for any Theme-related issues. Please use the ""Core"" product for other OS integration problems.",2,835,1,0.25
Account Manager,Problems with setting up accounts within MailNews.,50,836,1,0.25
OS Integration,"Areas where Thunderbird integrates with the host desktop
environment. Please use the relevant UI component for any Theme-related issues. Please use the ""Core"" product for other OS integration problems.",23,837,1,0.25
Cesium,Tool for automating and graphing ySlow tests.,59,839,1,0.25
Talkback Client,"Problems related to the Full Circle client.
<p>Problems with the <a href=""http://talkback-public.mozilla.org/"">server</a> software should be filed in mozilla.org:Talkback.",49,840,1,0.25
Extension Compatibility,Extension related problems including application changes that break extensions and extension issues that break the application.,46,841,1,0.25
Palm Sync,"This component is for bugs, issues and enhancement requests for Palm Pilot syncing.",54,842,1,0.25
Firefox Sync: Crypto,Firefox Sync's crypto component,55,843,1,0.25
